NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS,ANKLE_WEIGHT,BAND,BARBELL,BATTLE_ROPE,BENCH,BIKE,BOSU_BALL,BOX,CABLE_MACHINE,DUMBBELL,EZ_BAR,FOAM_ROLLER,JUMP_ROPE,KETTLEBELL,MACHINE,MEDICINE_BALL,OTHER,PLATE,PULLUP_BAR,RINGS,ROPE,SANDBAG,SLED,SLIDING_DISC,SMITH_MACHINE,SQUAT_RACK,SWISS_BALL,TRX,WEIGHT_VEST
Full Plank Passé Twist,PLANK,FULL_PLANK_PASSE_TWIST,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inching Elbow Plank,PLANK,INCHING_ELBOW_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inchworm to Side Plank,PLANK,INCHWORM_TO_SIDE_PLANK,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kneeling Plank,PLANK,KNEELING_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kneeling Side Plank with Leg Lift,PLANK,KNEELING_SIDE_PLANK_WITH_LEG_LIFT,FALSE,,,,,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lateral Roll,PLANK,LATERAL_ROLL,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying Reverse Plank,PLANK,LYING_REVERSE_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicine Ball Mountain Climber,PLANK,MEDICINE_BALL_MOUNTAIN_CLIMBER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Modified Mountain Climber and Extension,PLANK,MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Climber,PLANK,MOUNTAIN_CLIMBER,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/MOUNTAIN_CLIMBER,Intermediate,The mountain climber is a dynamic exercise that increases core strength and stability through repeated lower body motion while the upper body works to stabilize the rest of the body. The movement may also be used for improving cardiovascular endurance.,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Climber on Sliding Discs,PLANK,MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,Intermediate,"Mountain climbers on sliding discs are a dynamic core strengthening exercise that targets the entire abdominal region including the obliques. The exercise also improves strength in the chest, shoulders, and triceps. Performing the exercise at higher repetitions also improves cardiovascular endurance.",0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mountain Climber with Feet on Bosu® Balance Trainer,PLANK,MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,Intermediate,The mountain climber with feet on Bosu ball builds strength and stability in the core and shoulders. This exercise also improves cardiovascular endurance. Performing the exercise on a Bosu ball increases the difficulty of the move.,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Climber with Hands on Bench,PLANK,MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Climber with Hands on Swiss Ball,PLANK,MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plank,PLANK,PLANK,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK,Beginner,The plank is a basic bodyweight exercise that strengthens the core as well as the upper and lower body muscle groups. This isometric training exercise builds a full-body foundation while also improving joint stability.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Jacks with Feet on Sliding Discs,PLANK,PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Plank Knee Twist,PLANK,PLANK_KNEE_TWIST,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Pike Jumps,PLANK,PLANK_PIKE_JUMPS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank Pikes,PLANK,PLANK_PIKES,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank to Stand-up,PLANK,PLANK_TO_STAND_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank with Arm Raise,PLANK,PLANK_WITH_ARM_RAISE,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK_WITH_ARM_RAISE,Intermediate,The plank with arm raise is a multi-functional exercise that improves shoulder and spinal stability while developing strength in the core and lower back regions.,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank with Feet on Swiss Ball,PLANK,PLANK_WITH_FEET_ON_SWISS_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Plank with Knee-to-Elbow,PLANK,PLANK_WITH_KNEE_TO_ELBOW,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank with Leg Lift,PLANK,PLANK_WITH_LEG_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK_WITH_LEG_LIFT,Advanced,This exercise emphasizes full-body strength while adding an extra challenge of balance.,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plank with Oblique Crunch,PLANK,PLANK_WITH_OBLIQUE_CRUNCH,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK_WITH_OBLIQUE_CRUNCH,Intermediate,The plank with oblique crunch is a multi-functional exercise that improves core strength with an emphasis on the obliques. The exercise also develops stability throughout the lower back and spine.,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plyometric Side Plank,PLANK,PLYOMETRIC_SIDE_PLANK,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring Plank Sprawls,PLANK,RING_PLANK_SPRAWLS,FALSE,,,,,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolling Side Plank,PLANK,ROLLING_SIDE_PLANK,FALSE,,,,,0,2,1,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Kick Plank,PLANK,SIDE_KICK_PLANK,FALSE,,,,,0,1,0,2,0,0,0,0,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank,PLANK,SIDE_PLANK,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/SIDE_PLANK,Intermediate,"This exercise builds strength by fighting against gravity, which adds an extra balance challenge.",0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank and Row,PLANK,SIDE_PLANK_AND_ROW,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/SIDE_PLANK_AND_ROW,Intermediate,The side plank and row is a variation and progression of the side plank. This exercise increases strength and stability throughout the core and back region.,0,2,2,2,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank Lift,PLANK,SIDE_PLANK_LIFT,FALSE,,,,,0,2,2,2,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank to Plank with Reach Under,PLANK,SIDE_PLANK_TO_PLANK_WITH_REACH_UNDER,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Elbow on Bosu® Balance Trainer,PLANK,SIDE_PLANK_WITH_ELBOW_ON_BOSU_BALL,FALSE,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Feet on Bench,PLANK,SIDE_PLANK_WITH_FEET_ON_BENCH,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/SIDE_PLANK_WITH_FEET_ON_BENCH,Intermediate,"The side plank with feet on bench is a progression from a normal side plank that targets the core, with an emphasis on the obliques. Performing with feet elevated also increases the resistance on the shoulders and triceps.",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Knee Circle,PLANK,SIDE_PLANK_WITH_KNEE_CIRCLE,FALSE,,,,,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Knee Tuck,PLANK,SIDE_PLANK_WITH_KNEE_TUCK,FALSE,,,,,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Leg Lift,PLANK,SIDE_PLANK_WITH_LEG_LIFT,FALSE,,,,,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side Plank with Reach Under,PLANK,SIDE_PLANK_WITH_REACH_UNDER,FALSE,,,,,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Elevated-feet Plank,PLANK,SINGLE_LEG_ELEVATED_FEET_PLANK,FALSE,,,,,0,0,1,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Flex and Extend,PLANK,SINGLE_LEG_FLEX_AND_EXTEND,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-leg Side Plank,PLANK,SINGLE_LEG_SIDE_PLANK,FALSE,,,,,0,2,2,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiderman Plank,PLANK,SPIDERMAN_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight-arm Plank,PLANK,STRAIGHT_ARM_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight-arm Plank with Shoulder Touch,PLANK,STRAIGHT_ARM_PLANK_WITH_SHOULDER_TOUCH,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Ball Plank,PLANK,SWISS_BALL_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Plank Leg Lift,PLANK,SWISS_BALL_PLANK_LEG_LIFT,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Plank Leg Lift and Hold,PLANK,SWISS_BALL_PLANK_LEG_LIFT_AND_HOLD,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Plank with Feet on Bench,PLANK,SWISS_BALL_PLANK_WITH_FEET_ON_BENCH,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Prone Jackknife,PLANK,SWISS_BALL_PRONE_JACKKNIFE,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Side Plank,PLANK,SWISS_BALL_SIDE_PLANK,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T-Stabilization,PLANK,T_STABILIZATION,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three-way Plank,PLANK,THREE_WAY_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towel Plank and Knee-in,PLANK,TOWEL_PLANK_AND_KNEE_IN,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Turkish Get-up to Side Plank,PLANK,TURKISH_GET_UP_TO_SIDE_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two-Point Plank,PLANK,TWO_POINT_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted 45-degree Plank,PLANK,WEIGHTED_45_DEGREE_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted 90-degree Static Hold,PLANK,WEIGHTED_90_DEGREE_STATIC_HOLD,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Bear Crawl,PLANK,WEIGHTED_BEAR_CRAWL,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Cross-body Mountain Climber,PLANK,WEIGHTED_CROSS_BODY_MOUNTAIN_CLIMBER,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Elbow Plank Pike Jacks,PLANK,WEIGHTED_ELBOW_PLANK_PIKE_JACKS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Elevated-feet Plank,PLANK,WEIGHTED_ELEVATED_FEET_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Elevator Abs,PLANK,WEIGHTED_ELEVATOR_ABS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Extended Plank,PLANK,WEIGHTED_EXTENDED_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Full Plank Passé Twist,PLANK,WEIGHTED_FULL_PLANK_PASSE_TWIST,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Inching Elbow Plank,PLANK,WEIGHTED_INCHING_ELBOW_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Inchworm to Side Plank,PLANK,WEIGHTED_INCHWORM_TO_SIDE_PLANK,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Kneeling Plank,PLANK,WEIGHTED_KNEELING_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Kneeling Side Plank with Leg Lift,PLANK,WEIGHTED_KNEELING_SIDE_PLANK_WITH_LEG_LIFT,FALSE,,,,,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Lateral Roll,PLANK,WEIGHTED_LATERAL_ROLL,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Lying Reverse Plank,PLANK,WEIGHTED_LYING_REVERSE_PLANK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Medicine Ball Mountain Climber,PLANK,WEIGHTED_MEDICINE_BALL_MOUNTAIN_CLIMBER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Modified Mountain Climber and Extension,PLANK,WEIGHTED_MODIFIED_MOUNTAIN_CLIMBER_AND_EXTENSION,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Mountain Climber,PLANK,WEIGHTED_MOUNTAIN_CLIMBER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Mountain Climber on Sliding Discs,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_ON_SLIDING_DISCS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Weighted Mountain Climber with Feet on Bosu® Balance Trainer,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_FEET_ON_BOSU_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Mountain Climber with Hands on Bench,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_BENCH,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Mountain Climber with Hands on Swiss Ball,PLANK,WEIGHTED_MOUNTAIN_CLIMBER_WITH_HANDS_ON_SWISS_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Plank,PLANK,WEIGHTED_PLANK,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/WEIGHTED_PLANK,Advanced,"The weighted plank is a more difficult progression of the bodyweight plank by adding a weight plate. This exercise will increase strength and stability throughout the core, chest, shoulders, and triceps.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Plank Jacks with Feet on Sliding Discs,PLANK,WEIGHTED_PLANK_JACKS_WITH_FEET_ON_SLIDING_DISCS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Weighted Plank Knee Twist,PLANK,WEIGHTED_PLANK_KNEE_TWIST,FALSE,,,,,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Plank Pike Jumps,PLANK,WEIGHTED_PLANK_PIKE_JUMPS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Plank Pikes,PLANK,WEIGHTED_PLANK_PIKES,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Plank to Stand-up,PLANK,WEIGHTED_PLANK_TO_STAND_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Plank with Arm Raise,PLANK,WEIGHTED_PLANK_WITH_ARM_RAISE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
