NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDDUCTORS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS
Slide Out,WARM_UP,SLIDE_OUT,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Hamstring Stretch,WARM_UP,STANDING_HAMSTRING_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/STANDING_HAMSTRING_STRETCH,Beginner,This stretch increases flexibility and mobility throughout the hamstring and hip regions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90/90 Stretch,WARM_UP,STRETCH_90_90,FALSE,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abs Stretch,WARM_UP,STRETCH_ABS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Stretch,WARM_UP,STRETCH_BUTTERFLY,FALSE,,,,,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Calf Stretch,WARM_UP,STRETCH_CALF,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cat Cow Stretch,WARM_UP,STRETCH_CAT_COW,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Child's Pose Stretch,WARM_UP,STRETCH_CHILDS_POSE,FALSE,,,,,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0
Cobra Stretch,WARM_UP,STRETCH_COBRA,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Forearm Stretch,WARM_UP,STRETCH_FOREARMS,FALSE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Forward Glutes Stretch,WARM_UP,STRETCH_FORWARD_GLUTES,FALSE,,,,,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Front Split Stretch,WARM_UP,STRETCH_FRONT_SPLIT,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Hamstring Stretch,WARM_UP,STRETCH_HAMSTRING,FALSE,,,,,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
Hip Flexor and Quad Stretch,WARM_UP,STRETCH_HIP_FLEXOR_AND_QUAD,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lat Stretch,WARM_UP,STRETCH_LAT,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Levator Scapulae Stretch,WARM_UP,STRETCH_LEVATOR_SCAPULAE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunge with Spinal Twist Stretch,WARM_UP,STRETCH_LUNGE_WITH_SPINAL_TWIST,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
Lunging Hip Flexor Stretch,WARM_UP,STRETCH_LUNGING_HIP_FLEXOR,FALSE,,,,,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
Stretch Lying Abduction,WARM_UP,STRETCH_LYING_ABDUCTION,FALSE,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Lying IT Band Stretch,WARM_UP,STRETCH_LYING_IT_BAND,FALSE,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Lying Knee-to-Chest Stretch,WARM_UP,STRETCH_LYING_KNEE_TO_CHEST,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Lying Piriformis Stretch,WARM_UP,STRETCH_LYING_PIRIFORMIS,FALSE,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Lying Spinal Twist Stretch,WARM_UP,STRETCH_LYING_SPINAL_TWIST,FALSE,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Neck Stretch,WARM_UP,STRETCH_NECK,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obliques Stretch,WARM_UP,STRETCH_OBLIQUES,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Over-under Shoulder Stretch,WARM_UP,STRETCH_OVER_UNDER_SHOULDER,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pectoral Stretch,WARM_UP,STRETCH_PECTORAL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pigeon Pose Stretch,WARM_UP,STRETCH_PIGEON_POSE,FALSE,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Piriformis Stretch,WARM_UP,STRETCH_PIRIFORMIS,FALSE,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Quad Stretch,WARM_UP,STRETCH_QUAD,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Scorpion Stretch,WARM_UP,STRETCH_SCORPION,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Shoulder Stretch,WARM_UP,STRETCH_SHOULDER,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Side Stretch,WARM_UP,STRETCH_SIDE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Side Lunge Stretch,WARM_UP,STRETCH_SIDE_LUNGE,FALSE,,,,,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Side Split Stretch,WARM_UP,STRETCH_SIDE_SPLIT,FALSE,,,,,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Standing IT Band Stretch,WARM_UP,STRETCH_STANDING_IT_BAND,FALSE,,,,,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Straddle Stretch,WARM_UP,STRETCH_STRADDLE,FALSE,,,,,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Triceps Stretch,WARM_UP,STRETCH_TRICEPS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wall Chest and Shoulder Stretch,WARM_UP,STRETCH_WALL_CHEST_AND_SHOULDER,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Hip Crossover,WARM_UP,SWISS_BALL_HIP_CROSSOVER,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swiss Ball Reach, Roll, and Lift",WARM_UP,SWISS_BALL_REACH_ROLL_AND_LIFT,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Ball Windshield Wipers,WARM_UP,SWISS_BALL_WINDSHIELD_WIPERS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoracic Rotation,WARM_UP,THORACIC_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking Leg Cradles,WARM_UP,WALKING_LEG_CRADLES,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walkout,WARM_UP,WALKOUT,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walkout from Push-up Position,WARM_UP,WALKOUT_FROM_PUSH_UP_POSITION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half-Kneeling Arm Rotation,WARM_UP,HALF_KNEELING_ARM_ROTATION,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/HALF_KNEELING_ARM_ROTATION,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three-Way Ankle Mobilization,WARM_UP,THREE_WAY_ANKLE_MOBILIZATION,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/THREE_WAY_ANKLE_MOBILIZATION,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90/90 Hip Switch with Reach,WARM_UP,NINETY_NINETY_HIP_SWITCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/NINETY_NINETY_HIP_SWITCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Active Frog,WARM_UP,ACTIVE_FROG,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/ACTIVE_FROG,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoulder Sweeps,WARM_UP,SHOULDER_SWEEPS,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/SHOULDER_SWEEPS,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankle Lunges,WARM_UP,ANKLE_LUNGES,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/ANKLE_LUNGES,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back Roll on Foam Roller,WARM_UP,BACK_ROLL_FOAM_ROLLER,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/BACK_ROLL_FOAM_ROLLER,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bear Crawl,WARM_UP,BEAR_CRAWL,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/BEAR_CRAWL,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latissimus Dorsi Foam Roll,WARM_UP,LATISSIMUS_DORSI_FOAM_ROLL,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/LATISSIMUS_DORSI_FOAM_ROLL,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse T Hip Opener,WARM_UP,REVERSE_T_HIP_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/REVERSE_T_HIP_OPENER,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoulder Rolls,WARM_UP,SHOULDER_ROLLS,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/SHOULDER_ROLLS,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chest Openers,WARM_UP,CHEST_OPENERS,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/CHEST_OPENERS,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triceps Stretch,WARM_UP,TRICEPS_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/TRICEPS_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Back Stretch,WARM_UP,UPPER_BACK_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/UPPER_BACK_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hip Circles,WARM_UP,HIP_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/HIP_CIRCLES,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankle Stretch,WARM_UP,ANKLE_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/ANKLE_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
